title;year;rating;studio;duration;must_see;metascore;user_score;number_critics;number_users;genre;director;writer;summary
Contemporary Color;2017;PG-13;Oscilloscope;1 h 37 m;False;79;tbd;12;;Documentary, Music;Bill Ross IV, Turner Ross;;"In the summer of 2015, legendary musician David Byrne staged an event at Brooklyn&#x27;s Barclays Center to celebrate the art of Color Guard: synchronized dance routines involving flags, rifles, and sabers. Recruiting performers that include the likes of Saint Vincent, Nelly Furtado, Ad-Rock, and Ira Glass to collaborate on original pieces with 10 color guard teams from across the US and Canada, Contemporary Color is a beautifully filmed snapshot of a one-of-a-kind live event.."
The One and Only Dick Gregory;2021;TV-MA;Showtime Networks;1 h 53 m;False;79;tbd;8;;Documentary;Andre Gaines;Andre Gaines;Chronicles the incredible life and times of legendary comedian and activist Dick Gregory.  As a renowned Black comedian, Gregory had a platform to take on the most incendiary battles of hunger, gender equity, and civil rights – stirring trouble and making headlines in the service of social justice. 
Black Swan;2010;R;Fox Searchlight Pictures;1 h 48 m;False;79;8.1;42;1.0;Drama, Thriller;Darren Aronofsky;Mark Heyman, Andres Heinz, John J. McLaughlin;Black Swan is a psychological thriller set in the world of New York City ballet. Featured dancer, Nina, finds herself locked in a web of competitive intrigue with a new rival at the company. (Fox Searchlight) 
The Painter and the Thief;2020;;Elevation Pictures;1 h 46 m;False;79;7.9;33;18.0;Documentary;Benjamin Ree;;Desperate for answers about the theft of her 2 paintings, a Czech artist seeks out and befriends the career criminal who stole them. After inviting her thief to sit for a portrait, the two form an improbable relationship and an inextricable bond that will forever link these lonely souls.
Black Bear;2020;R;Momentum Pictures;1 h 44 m;False;79;7.0;27;45.0;Comedy, Drama;Lawrence Michael Levine;Lawrence Michael Levine;At a remote lake house in the Adirondack Mountains, a couple entertains an out-of-town guest looking for inspiration in her filmmaking. The group quickly falls into a calculated game of desire, manipulation, and jealousy, unaware of how dangerously convoluted their lives will soon become in the filmmaker’s pursuit of a work of art, which blurs the boundaries between autobiography and invention..
Run Lola Run;1999;R;Sony Pictures Classics;1 h 21 m;False;79;8.4;29;246.0;Action, Crime, Thriller;Tom Tykwer;Tom Tykwer;In a breathtaking race against the clock, a young woman has 20 minutes to find 100,000 marks or her boyfriend will be killed.
Our Children;2013;Not Rated;Distrib Films;1 h 51 m;False;79;8.2;14;5.0;Crime, Drama;Joachim Lafosse;Matthieu Reynaert, Thomas Bidegain, Joachim Lafosse;Murielle and Mounir love each other passionately. Ever since he was a boy, the young man has been living with Doctor Pinget who provides him with a comfortable life. When Mounir and Murielle decide to marry and have children, the couple's dependence on the doctor becomes excessive. Murielle finds herself caught up in an unhealthy emotional climate that insidiously leads the family towards a tragic outcome. [DistriB Films].
Hilary and Jackie;1998;R;October Films;2 h 1 m;False;78;7.7;21;7.0;Biography, Drama, Music;Anand Tucker;Hilary du Pré, Piers du Pré, Frank Cottrell Boyce;The story of the brilliant concert cellist Jacqueline du Pre, seen from the perspectives of her sister Hilary and brother Piers.
i'm thinking of ending things;2020;R;Netflix;2 h 14 m;False;78;6.8;46;284.0;Drama, Thriller;Charlie Kaufman;Iain Reid, Charlie Kaufman;Despite second thoughts about their relationship, a young woman (Jessie Buckley) takes a road trip with her new boyfriend (Jesse Plemons) to his family farm. Trapped at the farm during a snowstorm with Jake’s mother (Toni Collette) and father (David Thewlis), the young woman begins to question the nature of everything she knew or understood about her boyfriend, herself, and the world..
Angels Wear White;2018;TV-14;Kimstim Films;1 h 47 m;False;78;8.2;12;6.0;Drama;Vivian Qu;Vivian Qu;In a small seaside town, two schoolgirls are assaulted by a middle-aged man in a motel. Mia, a teenager who was working on reception that night, is the only witness. For fear of losing her job, she says nothing. Meanwhile, 12-year-old Wen, one of the victims, finds that her troubles have only just begun. Trapped in a world that offers them no safety, Mia and Wen will have to find their own way out..
Lady and the Tramp;1955;Approved;Buena Vista Distribution Company;1 h 16 m;False;78;7.7;15;75.0;Animation, Adventure, Comedy, Family, Musical, Romance;Clyde Geronimi, Wilfred Jackson, Hamilton Luske, Jack Cutting;Ward Greene, Erdman Penner, Joe Rinaldi, Ralph Wright, Don DaGradi, Don Christensen, Frank Tashlin, Louis Pollock, Bill Peet, Dick Huemer, Joe Grant, Sam Cobean;The romantic tale of a sheltered uptown Cocker Spaniel dog and a streetwise downtown Mutt.
Ratcatcher;2000;Not Rated;First Look International;1 h 34 m;False;78;7.1;21;32.0;Drama;Lynne Ramsay;Lynne Ramsay;The story of a twelve year old boy (Eadie) living in working-class Glasgow, Scotland during the 1970's garbage strikes, Ratcatcher portrays the difficulties of his reality and his desire to escape through dreams. 
Indignation;2016;R;Lionsgate Films;1 h 50 m;False;78;7.3;35;50.0;Drama, Romance;James Schamus;Philip Roth, James Schamus;In 1951, Marcus Messner (Logan Lerman), a working class Jewish boy from Newark, New Jersey, travels on scholarship to a small, conservative college in Ohio, thus exempting him from being drafted into the Korean War. But once there, Marcus’s growing infatuation with his beautiful classmate Olivia Hutton (Sarah Gadon), and his clashes with the college’s imposing Dean, Hawes Caudwell (Tracy Letts), put his and his family’s best laid plans to the ultimate test..
Speak No Evil;2022;Not Rated;Shudder;1 h 37 m;False;78;6.8;17;55.0;Drama, Horror, Thriller;Christian Tafdrup;Mads Tafdrup, Christian Tafdrup;On a vacation in Tuscany, two families – one Danish, one Dutch – meet and become fast friends. Months later, the free-spirited Dutch family extends an invitation to the more conservative Danish one for a holiday weekend getaway at their countryside home. However, it doesn't take long before things gradually get out of hand as the joy of reunion is replaced with misunderstandings. The Dutch hospitality quickly turns unnerving for the Danes, and they find themselves increasingly caught in a web of their own politeness in the face of eccentric…or is it sinister…behavior..
Bird;1988;R;Warner Bros.;2 h 41 m;False;78;7.1;14;16.0;Biography, Drama, Music;Clint Eastwood;Joel Oliansky;Bird, a film burnished with the magic of that 1946 concert encounter between legend and future legend and honored with an Academy Award for Best Sound in its spellbinding recreation of a man and his music. Like jazz itself, Bird rings with counterpoints and embellishments. Past and future overlap as the film explores Yardbird's soaring skill and destructive excesses. (Warner Bros.).
A Brief History of Time;1992;G;Triton Pictures;1 h 20 m;False;78;7.7;12;6.0;Documentary, Biography;Errol Morris;Stephen Hawking;A film about the life and work of Stephen Hawking, who despite his near total paralysis is one of the great minds of all time.
Enough Said;2013;PG-13;Fox Searchlight Pictures;1 h 33 m;False;78;7.6;44;132.0;Comedy, Drama, Romance;Nicole Holofcener;Nicole Holofcener;"Eva, a divorced single parent, spends her days enjoying work as a masseuse but dreading her daughter's impending departure for college. She meets Albert - a sweet, funny and like-minded man also facing an empty nest.  As their romance quickly blossoms, Eva befriends Marianne, her new massage client. Marianne is a beautiful poet who seems ""almost perfect"" except for one prominent quality: she rags on her ex-husband way too much. Suddenly, Eva finds herself doubting her own relationship with Albert when she learns he's Marianne's ex-husband.."
Bright Lights: Starring Carrie Fisher and Debbie Reynolds;;;Home Box Office (HBO);1 h 35 m;False;78;tbd;8;;Documentary;Alexis Bloom, Fisher Stevens;;Carrie Fisher and Debbie Reynolds star in a tender portrait of Hollywood royalty in all its eccentricity. From the red carpet to the back alleys behind it, the documentary is about the bonds of family love, which are beautifully bitter-sweet.
Still: A Michael J. Fox Movie;2023;R;Apple Original Films;1 h 35 m;False;78;8.2;35;26.0;Documentary, Biography;Davis Guggenheim;Michael J. Fox;The improbable tale of a short kid from a Canadian army base who became the darling of 1980s Hollywood — only to find the course of his life altered by a stunning diagnosis. What happens when an incurable optimist confronts an incurable disease?
Play Misty for Me;1971;R;Universal Pictures;1 h 42 m;False;78;7.5;9;20.0;Drama, Thriller;Clint Eastwood;Jo Heims, Dean Riesner;A brief fling between a male disc jockey and an obsessed female fan takes a frightening, and perhaps even deadly turn when another woman enters the picture.
The Green Fog;2018;;Balcony Releasing;1 h 3 m;False;78;tbd;10;;Mystery;Evan Johnson, Galen Johnson, Guy Maddin;;Director Guy Maddin's interpretation of the Alfred Hitchcock classic Vertigo, pieced together using footage from old films and television shows shot in and around the San Francisco area.
Sr.;2022;R;Netflix;1 h 29 m;False;78;6.6;19;8.0;Documentary, Biography;Chris Smith;;Follow the tender but appropriately irreverent account of the life and career of Robert Downey, Sr., the fearless and visionary American director who set the standard for countercultural comedy in the 1960s and 1960s.
28 Weeks Later;2007;R;Fox Atomic;1 h 40 m;False;78;6.8;34;342.0;Horror, Sci-Fi;Juan Carlos Fresnadillo;Rowan Joffe, Enrique López Lavigne, Jesús Olmo, Juan Carlos Fresnadillo;28 Weeks Later, the follow up to 28 Days Later, picks up six months after the rage virus has annihilated the Mainland Britain. The U.S. Army declares that the war against infection has been won, and that the reconstruction of the country can begin. As the first wave of refugees return, a family is reunited, but one of them unwittingly carries a terrible secret. The virus is not yet dead, and this time, it is more dangerous than ever.  (Fox Atomic).
The Age of Shadows;2016;TV-MA;CJ Entertainment;2 h 20 m;False;78;7.0;14;32.0;Action, History, Thriller;Jee-woon Kim;Lee Ji-min, Jong-dae Park, Jee-woon Kim;The 1920s. Korea has fallen under Japanese rule. Lee Jung-chool (Song Kang-ho), a Korean police captain in the Japanese police force, is given a special mission to infiltrate the armed resistance fighting for Korean independence. He approaches Kim Woo-jin (Gong Yoo), a leader of the resistance. These two men who stand on opposite sides of their historical era, each knowing the identity and intentions of the other, become close without revealing their inner thoughts. Meanwhile intel is being leaked on both sides, and no one knows who the informants are. Members of the resistance meet in Shanghai to obtain explosives that will be used to destroy facilities of the Japanese Headquarters in Seoul, while the Japanese police follow them and gather in Shanghai. The pursued and the pursuers are locked in an operation where each side uses the other. Meanwhile, a train carrying explosives passes the border and heads towards Seoul. [CJ Entertainment].
Chile '76;2023;;Kino Lorber;1 h 35 m;False;78;5.5;19;11.0;Drama;Manuela Martelli;Alejandra Moffat, Manuela Martelli;During the early days of Augusto Pinochet’s dictatorship, Carmen (Aline Kuppenheim) leads a sheltered upper middle class existence. She heads to her summer house in the off-season to supervise its renovation, while also performing local charitable works through her church. Her husband, children, and grandchildren come back and forth during the winter vacation, bringing reminders of the world beyond. When the family priest asks her to take care of an injured young man he has been sheltering in secret, Carmen is inadvertently drawn into the world of the Chilean political opposition and must face real-world threats she is unprepared to handle, with potentially disastrous consequences for her and her entire family..
